Site Id,Facility Type,Loc Id,Effective Date,Region,ADO,State Id,State Name,County,County State,City,Name,Ownership,Use,Owner,Owner Address,"Owner City, State, Zip",Owner Phone,Manager,Manager Address,"Manager City, State, Zip",Manager Phone,ARP Latitude,ARP Latitude Sec,ARP Longitude,ARP Longitude Sec,ARP Method,Elevation,Elevation Method,Magnetic Variation,Magnetic Variation Year,Traffic Pattern Altitude,Sectional,Distance From CBD,Direction From CBD,Land Area,ARTCC Id,ARTCC Computer ID,ARTCC Name,Responsible ARTCC Id,Responsible ARTCC Computer Id,Responsible ARTCC Name,Tie In FSS,Tie In FSS Id,Tie In FSS Name,FSS Phone Number,FSS Toll Free Number,Alternate FSS Id,Alternate FSS Name,Alternate FSS Toll Free Number,NOTAM Facility Id,NOTAM Service,Activation Date,Airport Status Code,Certification Type Date,Federal Agreements,Airspace Determination,Customs Airport Of Entry,Customs Landing Rights,Military Joint Use,Military Landing Rights,Inspection Method,Inspection Group,Last Inspection Date,Last Owner Information Date,Fuel Types,Airframe Repair,Power Plant Repair,Bottled Oxygen Type,Bulk Oxygen Type,Lighting Schedule,Beacon Schedule,ATCT,UNICOM,CTAF,Segmented Circle,Beacon Color,Non Commercial Landing Fee,Medical Use,Single Engine Aircraft,Multi Engine Aircraft,Jet Engine Aircraft,Helicopters,Gliders Operational,Military Operational,Ultralights,Commercial Operations,Commuter Operations,Air Taxi Operations,GA Local Operations,GA Itin Operations,Military Operations,Operations Date,Airport Position Source,Airport Position Source Date,Airport Elevation Source,Airport Elevation Source Date,Fuel Available,Transient Storage,Other Services,Wind Indicator,Icao Id,NPIAS Hub,NPIAS Role
12534.*A,AIRPORT,57S,2021-02-25,ANM,HLN,MT,MONTANA,LINCOLN,MT,TROY,TROY,PU,PU,USFS,1437 N HIGHWAY 2,"TROY, MT 59935",406-295-4693,GLENN WHITFIELD,117 SNOWSHOE LANE,"TROY, MT 59935",(406) 334-7037,048-28-48.7900N,174528.7940N,115-54-12.6200W,0417252.6240W,E,2017,S,19E,1985,,GREAT FALLS,01,NW,40,ZSE,ZCS,SEATTLE,ZSE,ZCS,SEATTLE,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1940-04-01,O,,,NO OBJECTION,,,,,S,S,2019-08-30,,,NONE,NONE,NONE,NONE,,,N,,122.900,N,,N,,0,,,,,,0,,,,200,500,,2019-08-30,,,,,,TIE,,Y,,,
12535.*A,AIRPORT,9U0,2021-02-25,ANM,HLN,MT,MONTANA,BLAINE,MT,TURNER,TURNER,PU,PU,BLAINE COUNTY,BLAINE COUNTY ARPT COMMISSION,"CHINOOK, MT 59523",406-357-3250,JOHN HARMON,PO BOX 165,"TURNER, MT 59542",406-379-2584,048-51-01.1500N,175861.1500N,108-24-13.5100W,0390253.5100W,E,3051,S,15E,1985,,BILLINGS,01,NE,71,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1949-08-01,O,,NGY,NOT ANALYZED,N,N,N,Y,S,S,2019-06-03,,100LL,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,122.900,Y,CG,N,,12,0,0,0,0,0,0,,,200,6400,400,,2019-06-16,ADO,2013-03-08,ADO,2013-03-08,,"HGR,TIE","AGRI,INSTR",Y-L,,N/A,Basic
12540.*A,AIRPORT,7S7,2021-02-25,ANM,HLN,MT,MONTANA,PONDERA,MT,VALIER,VALIER,PU,PU,PONDERA COUNTY,PONDERA CTY COURTHOUSE,"CONRAD, MT 59425",406-278-7681,HEATH ELINGS,24TH AVE,"CONRAD, MT 59425",(406) 450-1620,048-18-00.5300N,173880.5350N,112-15-04.1100W,0404104.1093W,E,3826,E,18E,1985,,GREAT FALLS,01,S,62,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1940-04-01,O,,N,NOT ANALYZED,N,N,N,N,S,S,2020-06-22,,A,NONE,NONE,NONE,NONE,,,N,,122.900,Y,,N,,0,0,0,0,0,0,0,,,,0,50,0,2017-07-27,FAA-EST,2012-04-18,,,,TIE,AGRI,Y,,N/A,Unclassified
12393.*A,AIRPORT,HWQ,2021-02-25,ANM,HLN,MT,MONTANA,WHEATLAND,MT,HARLOWTON,WHEATLAND COUNTY AT HARLOWTON,PU,PU,WHEATLAND COUNTY,PO BOX 1903,"HARLOWTON, MT 59036",406-632-4891,LYNN DALE,BOX 1903,"HARLOWTON, MT 59036",(406) 632 5662,046-26-55.0000N,167215.0000N,109-51-10.0000W,0395470.0000W,E,4311.9,S,11E,2020,,GREAT FALLS,02,NW,160,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1940-04-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2020-09-03,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,122.900,Y,CG,N,,8,1,0,3,0,0,0,,,15,100,60,25,2020-10-27,3RD PARTY SURVEY,2016-07-28,3RD PARTY SURVEY,2016-07-28,,"HGR,TIE",,Y-L,KHWQ,N/A,Basic
12479.*A,AIRPORT,H28,2021-02-25,ANM,HLN,MT,MONTANA,GLACIER,MT,PORT OF DEL BONITA,WHETSTONE INTL,PU,PU,MONTANA AERONAUTICS DIVISION,PO BOX 200507,"HELENA, MT 59620",406-444-2506,WADE CEBULSKI,PO BOX 200507,"HELENA, MT 59620",406-444-2506,048-59-59.9600N,176399.9630N,112-47-33.2900W,0406053.2910W,E,4336,E,18E,1985,,GREAT FALLS,32,NW,14,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1987-06-01,O,,,NOT ANALYZED,Y,N,,,S,S,2019-01-10,1987-04-20,,NONE,NONE,NONE,NONE,,,N,122.800,122.800,N,,N,,,,,,,,,,,,,60,30,2019-01-10,,,,,,TIE,,Y,,,
12552.1*A,AIRPORT,58S,2021-02-25,ANM,HLN,MT,MONTANA,FLATHEAD,MT,WHITEFISH,WHITEFISH,PU,PU,MONTANA AERONAUTICS DIVISION,PO BOX 200507,"HELENA, MT 59620-0507",406-444-2506,TIM CONWAY,PO BOX 200507,"HELENA, MT 59620-0507",406-444-2506,048-24-28.8700N,174268.8720N,114-17-58.4700W,0411478.4740W,E,3066,E,19E,1985,,GREAT FALLS,01,E,41,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1963-10-01,O,,,NO OBJECTION,,,N,N,S,S,2020-09-14,,,NONE,NONE,NONE,NONE,,,N,,122.900,N,,N,,1,,,,,,2,,,,200,76,,2019-05-14,,,,,,TIE,,Y,,,
12558.1*A,AIRPORT,7S6,2021-02-25,ANM,HLN,MT,MONTANA,MEAGHER,MT,WHITE SULPHUR SPRINGS,WHITE SULPHUR SPRINGS,PU,PU,CITY & MEAGHER COUNTY,COURT HOUSE PO BOX 309,"WH SULPHUR SPRINGS, MT 59645",406-547-3612,KURT BURNS,PO BOX 248,"CLYDE PARK, MT 59018",406-261-4556,046-29-44.2700N,167384.2712N,110-54-42.6900W,0399282.6940W,E,5061,S,16E,1985,,GREAT FALLS,03,S,352,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1952-09-01,O,,NGY,NOT ANALYZED,N,N,N,Y,S,S,2020-05-18,,100LL,,,NONE,NONE,SEE RMK,SS-SR,N,,122.900,Y,CG,N,,7,0,0,3,0,0,0,,,30,1825,3000,,2017-06-02,FAA,2014-08-25,,,,TIE,,Y-L,,N/A,Basic
12565.3*A,AIRPORT,9U1,2021-02-25,ANM,HLN,MT,MONTANA,PARK,MT,WILSALL,WILSALL,PU,PU,CITY OF WILSALL & PARK COUNTY,COUNTY BLDG,"LIVINGSTON, MT 59047",406-222-6120,RUSSEL FERGUSON,82 AIRPORT RD,"LIVINGSTON, MT 59047",406-222-6504,046-02-58.3600N,165778.3650N,110-41-05.8400W,0398465.8350W,E,5140,S,16E,1985,,GREAT FALLS,04,NW,15,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1963-02-01,O,,,NO OBJECTION,N,N,N,N,S,S,2019-07-17,,,NONE,NONE,NONE,NONE,,,N,,122.900,N,,N,,,,,,,,,,,,50,10,,2019-07-17,,,,,,,,Y,,,
12565.8*A,AIRPORT,9S7,2021-02-25,ANM,HLN,MT,MONTANA,FERGUS,MT,WINIFRED,WINIFRED,PU,PU,WINIFRED CITY/FERGUS COUNTY,WINIFRED TOWN HALL,"WINIFRED, MT 59489",406-462-5425,RALPH ROGERS,BOX 63,"WINIFRED, MT 59489",406-462-5487,047-33-19.4000N,171199.4000N,109-23-12.1500W,0393792.1550W,E,3354,S,16E,1985,,GREAT FALLS,01,S,25,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1953-10-01,O,,N,NOT ANALYZED,N,N,N,N,S,S,2020-07-16,,100LL,NONE,NONE,NONE,NONE,,,N,,122.900,N,,N,,0,0,0,0,0,0,0,,,,1250,250,,2017-05-30,,,,,,"HGR,TIE",AGRI,Y,,N/A,Basic
12567.*A,AIRPORT,7S2,2021-02-25,ANM,NONE,MT,MONTANA,BEAVERHEAD,MT,WINNETT,WINNETT,PU,PU,PETROLEUM COUNTY,"PO BOX 226, 302 EAST MAIN ST","WINNETT, MT 59087",406-429-6551,BILL CASSELL,"PO BOX 226, 302 EAST MAIN ST","WINNETT, MT 59087",406-429-6551,046-58-36.0000N,169116.0000N,108-21-54.0000W,0390114.0000W,E,2989,E,,,,BILLINGS,02,SW,,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,2012-06-01,O,,,,,,,,,S,2019-06-06,,,,,,,,,N,,122.900,,,,,1,,,,,,,,,,100,30,,2019-09-06,OWNER,2012-05-10,OWNER,2012-05-10,,,,Y,,,
12571.*A,AIRPORT,7S4,2021-02-25,ANM,HLN,MT,MONTANA,BEAVERHEAD,MT,WISDOM,WISDOM,PU,PU,BEAVERHEAD COUNTY,2 SO PACIFIC ST,"DILLON, MT 59725-2799",406-683-5242,BOB BELL,PO BOX 67,"WISDOM, MT 59761",(406) 689-3299,045-35-29.7200N,164129.7230N,113-27-33.2100W,0408453.2120W,E,6133,S,17E,1985,,GREAT FALLS,02,S,36,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1951-08-01,O,,,NOT ANALYZED,N,N,N,N,S,S,2019-06-25,,,NONE,NONE,NONE,NONE,,,N,,122.900,N,,N,,0,,,,,,,,,,50,180,,2019-06-25,,,,,,TIE,,Y,,,
12572.*A,AIRPORT,02T,2021-02-25,ANM,HLN,MT,MONTANA,BEAVERHEAD,MT,WISE RIVER,WISE RIVER,PU,PU,BEAVERHEAD COUNTY,2 SO PACIFIC ST,"DILLON, MT 59725-2799",406-683-3700,YVONNE JONES,2400 AIRPORT RD,"DILLON , MT 59725",(406) 832-3130,045-46-12.1000N,164772.1000N,112-58-49.7000W,0406729.7000W,E,5830,E,17E,1985,,GREAT FALLS,02,SW,45,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1989-11-01,O,,,CONDITIONAL,,,,,S,S,2019-06-25,1989-07-17,,,,,,,,N,,122.900,Y,,,,,,,,,,,,,,25,25,,2019-06-25,FAA-EST,2010-08-24,,,,TIE,,Y,,,
12375.*A,AIRPORT,GGW,2021-02-25,ANM,HLN,MT,MONTANA,VALLEY,MT,GLASGOW,WOKAL FLD/GLASGOW-VALLEY COUNTY,PU,PU,GLASGOW VALLEY CO,89 AIRPORT RD,"GLASGOW, MT 59230",406-228-2719,LUCAS LOCKE,89 AIRPORT RD,"GLASGOW, MT 59230",(406) 228-2719,048-12-44.8000N,173564.8000N,106-36-53.3000W,0383813.3000W,E,2295.9,S,11E,2010,,BILLINGS,01,NE,1552,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GGW,Y,1940-04-01,O,,NGPY3,NO OBJECTION,N,N,N,Y,S,S,2019-06-03,,100LL A1+,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SEE RMK,SS-SR,N,122.800,122.800,Y,CG,N,,43,2,0,1,0,0,0,,,3460,3500,1250,20,2019-06-03,3RD PARTY SURVEY,2012-12-18,3RD PARTY SURVEY,2012-12-18,,"HGR,TIE","AFRT,AGRI,AMB,CARGO,CHTR,INSTR,RNTL,SALES",Y-L,KGGW,N/A,Local
12304.*A,AIRPORT,6S3,2021-02-25,ANM,HLN,MT,MONTANA,STILLWATER,MT,COLUMBUS,WOLTERMANN MEML,PU,PU,CITY OF COLUMBUS & STILLWATER CTY,PO BOX 970,"COLUMBUS, MT 59019",406-322-8010,HARDIN GRAHAM,1853 E. 1ST AVE. SO.,"COLUMBUS, MT 59019",406-780-0034,045-37-49.8900N,164269.8860N,109-14-21.1700W,0393261.1740W,E,3577.6,S,15E,1985,,GREAT FALLS,00,SE,128,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,1940-04-01,O,,N,NO OBJECTION,N,N,N,N,F,S,2019-07-20,,100LL,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.800,122.800,Y,CG,N,,17,0,0,0,0,0,0,,,20,4000,2000,10,2019-07-20,NACO,2003-10-24,NACO,2003-10-24,,TIE,"AGRI,INSTR",Y,,N/A,Local
12565.86*A,AIRPORT,WH0,2021-02-25,ANM,HLN,MT,MONTANA,FERGUS,MT,WINIFRED,WOODHAWK,PU,PU,BUREAU OF LAND MANAGEMENT,920 NE MAIN ST,"LEWISTOWN, MT 59457",406-538-1900,ZANE FULBRIGHT,920 NE MAIN ST,"LEWISTOWN, MT 59457",(406) 622-4000,047-46-46.0000N,172006.0000N,109-04-43.0000W,0392683.0000W,E,3100,,,,,GREAT FALLS,15,NE,,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,2010-09-01,O,,,NO OBJECTION,,,,,S,S,2020-05-29,,,,,,,,,N,,122.900,,,,,,,,,,,,,,,40,,,2017-05-31,,,,,,,,,,,
12549.1*A,AIRPORT,WYS,2021-02-25,ANM,HLN,MT,MONTANA,GALLATIN,MT,WEST YELLOWSTONE,YELLOWSTONE,PU,PU,STATE OF MONTANA,PO BOX 200507,"HELENA, MT 59620",406-444-2506,JEFF KADLEC,"721 AIRPORT RD., P.O. BOX 306","WEST YELLOWSTONE, MT 59758-0306",406-646-7631,044-41-18.2000N,160878.2000N,111-07-03.5000W,0400023.5000W,E,6649,S,14E,2005,,GREAT FALLS,01,N,735,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,WYS,Y,1979-11-01,O,I A S 05/1973,NGSY,NO OBJECTION,N,N,N,Y,F,F,2017-06-28,,100LL A1+,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,123.000,123.000,Y,CG,Y,,2,0,0,2,0,0,0,0,,530,2500,8000,75,2018-12-31,NGS,2007-10-31,NGS,2007-10-31,,TIE,,Y-L,KWYS,Non-Hub,
16815.1*A,AIRPORT,OAJ,2021-02-25,ASO,MEM,NC,NORTH CAROLINA,ONSLOW,NC,JACKSONVILLE,ALBERT J ELLIS,PU,PU,ONSLOW COUNTY,234 NW CORRIDOR BLVD,"JACKSONVILLE, NC 28540",910-347-4717,CHRISTOPHER WHITE,264 ELLIS AIRPORT RD,"RICHLANDS, NC 28574",910-324-1100,034-49-45.0000N,125385.0000N,077-36-43.7000W,0279403.7000W,E,92.9,S,08W,1990,,CHARLOTTE,10,NW,675,ZDC,ZCW,WASHINGTON,ZDC,ZCW,WASHINGTON,N,RDU,RALEIGH,,1-800-WX-BRIEF,,,,OAJ,Y,1971-02-01,O,I B S 05/1973,NGY,NO OBJECTION,N,N,N,Y,F,F,2019-06-25,,100LL A,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,122.950,132.650,Y,CG,N,,22,1,,3,,,,6722,,2797,4218,5478,10329,2020-05-31,3RD PARTY SURVEY,2018-01-30,3RD PARTY SURVEY,2018-01-30,,"HGR,TIE","INSTR,RNTL,SALES",Y-L,KOAJ,Non-Hub,
17172.*A,AIRPORT,AFP,2021-02-25,ASO,MEM,NC,NORTH CAROLINA,ANSON,NC,WADESBORO,ANSON COUNTY - JEFF CLOUD FLD,PU,PU,ANSON COUNTY,101 S. GREENE STREET,"WADESBORO, NC 28170",704-994-3200,REX EDWARDS,2980 AIRPORT ROAD,"WADESBORO, NC 28170",(704) 389-0633,035-01-14.3000N,126074.2959N,080-04-37.6300W,0288277.6251W,E,299.6,S,07W,2000,,CHARLOTTE,03,N,433,ZTL,ZCT,ATLANTA,ZTL,ZCT,ATLANTA,N,RDU,RALEIGH,,1-800-WX-BRIEF,,,,RDU,Y,1941-05-01,O,,N,CONDITIONAL,N,N,N,N,S,S,2020-06-06,,100LL A1+,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,122.800,122.800,Y,CG,N,,23,0,0,1,0,0,0,,,0,2500,4000,15,2020-06-06,3RD PARTY SURVEY,2005-08-27,3RD PARTY SURVEY,2005-08-27,,TIE,,Y-L,KAFP,N/A,Local
16515.3*A,AIRPORT,HBI,2021-02-25,ASO,MEM,NC,NORTH CAROLINA,RANDOLPH,NC,ASHEBORO,ASHEBORO RGNL,PU,PU,CITY OF ASHEBORO,P. O. BOX 1106,"ASHEBORO, NC 27204-1106",336-626-1201,KAREN MCCRAW,2222 PILOTS VIEW RD,"ASHEBORO, NC 27205-1106",336-625-6120,035-39-16.3000N,128356.3000N,079-53-41.1000W,0287621.1000W,E,670.7,S,08W,2000,,CHARLOTTE,06,SW,454,ZTL,ZCT,ATLANTA,ZTL,ZCT,ATLANTA,N,RDU,RALEIGH,,1-800-WX-BRIEF,,,,HBI,Y,1965-08-01,O,,NY1,NO OBJECTION,N,N,N,Y,S,S,2018-07-04,,100LL A1+,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.800,122.800,Y,CG,N,,35,6,1,0,0,0,0,,,0,8000,7000,500,2018-07-04,FAA,2019-03-06,3RD PARTY SURVEY,2011-09-20,,"HGR,TIE","INSTR,RNTL",Y-L,KHBI,N/A,Local
16816.1*A,AIRPORT,GEV,2021-02-25,ASO,MEM,NC,NORTH CAROLINA,ASHE,NC,JEFFERSON,ASHE COUNTY,PU,PU,ASHE COUNTY,"150 GOVERNMENT CIRCLE, SUITE 2500","JEFFERSON, NC 28640",336-846-5501,ERIC PAYNE,639 AIRPORT ROAD,"JEFFERSON, NC 28640",336-982-5144,036-25-56.9000N,131156.9000N,081-25-06.6000W,0293106.6000W,E,3177.5,S,07W,2000,,CINCINNATI,03,E,106,ZTL,ZCT,ATLANTA,ZTL,ZCT,ATLANTA,N,RDU,RALEIGH,,1-800-WX-BRIEF,,,,GEV,Y,1977-08-01,O,,NGY,CONDITIONAL,,,,Y,S,S,2020-08-28,,100LL A1+,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.800,122.800,Y,CG,N,,20,1,0,0,0,0,0,,,,3900,6000,700,2020-08-28,3RD PARTY SURVEY,2015-11-13,3RD PARTY SURVEY,2015-11-13,,TIE,"AGRI,INSTR,RNTL",Y-L,KGEV,N/A,Local
16517.5*A,AIRPORT,AVL,2021-02-25,ASO,MEM,NC,NORTH CAROLINA,BUNCOMBE,NC,ASHEVILLE,ASHEVILLE RGNL,PU,PU,GREATER ASHEVILLE RGNL ARPT AUTH.,61 TERMINAL DR SUITE 1,"FLETCHER, NC 28732-9442",828-684-2226,"LEW S. BLEIWEIS, A.A.E.",61 TERMINAL DRIVE; SUITE 1,"FLETCHER, NC 28732-9442",(828) 684-2226,035-26-10.0000N,127569.9980N,082-32-31.3700W,0297151.3700W,E,2164,S,07W,2020,,ATLANTA,09,S,900,ZTL,ZCT,ATLANTA,ZTL,ZCT,ATLANTA,N,RDU,RALEIGH,,1-800-WX-BRIEF,,,,AVL,Y,1961-01-01,O,I B S 05/1973,NGY,NO OBJECTION,N,N,N,Y,F,F,2019-06-13,,100LL A,MINOR,MINOR,HIGH,NONE,SEE RMK,SS-SR,Y,122.950,121.100,Y,CG,N,,116,18,16,2,,0,,13256,,11265,18464,29140,2408,2018-12-31,3RD PARTY SURVEY,2019-09-12,3RD PARTY SURVEY,2019-09-12,,"HGR,TIE","AFRT,CARGO,CHTR,INSTR,RNTL",Y-L,KAVL,Small,
17128.*A,AIRPORT,7A8,2021-02-25,ASO,MEM,NC,NORTH CAROLINA,AVERY,NC,SPRUCE PINE,AVERY COUNTY/MORRISON FLD/,PU,PU,AVERY COUNTY ARPT AUTHORITY,P O BOX 927,"NEWLAND, NC 28657",828-260-3663,DOUG JENNINGS,400 BRUSHY CREEK ROAD,"SPRUCE PINE, NC 28777",(828) 387-7373,035-56-43.3000N,129403.3000N,081-59-46.4000W,0295186.4000W,E,2745.2,S,06W,2005,,ATLANTA,04,NE,63,ZTL,ZCT,ATLANTA,ZTL,ZCT,ATLANTA,N,RDU,RALEIGH,,1-800-WX-BRIEF,,,,RDU,Y,1962-11-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2020-08-28,,100LL A1+,MAJOR,MAJOR,NONE,NONE,,,N,123.000,123.000,N,,N,,15,0,0,0,0,0,0,,,,1000,1500,1000,2020-08-28,3RD PARTY SURVEY,2014-12-19,3RD PARTY SURVEY,2014-12-19,,"HGR,TIE","AMB,INSTR,RNTL",Y-L,,N/A,Local
16770.*A,AIRPORT,HSE,2021-02-25,ASO,MEM,NC,NORTH CAROLINA,DARE,NC,HATTERAS,BILLY MITCHELL,PU,PU,NATIONAL PARK SERVICE,1401 NATIONAL PARK DR,"MANTEO, NC 27954",(252) 473-2111,NC DOT DIV OF AVIATION,1560 MAIL SERVICE CENTER,"RALEIGH, NC 27699",919-814-0550,035-13-58.1000N,126838.1000N,075-37-04.1000W,0272224.1000W,E,16.3,S,10W,1995,,CHARLOTTE,04,E,100,ZDC,ZCW,WASHINGTON,ZDC,ZCW,WASHINGTON,N,RDU,RALEIGH,,1-800-WX-BRIEF,,,,HSE,Y,1960-04-01,O,,N,NO OBJECTION,N,N,N,N,S,S,2019-08-27,,,NONE,NONE,NONE,NONE,,,N,,122.900,Y,,N,,0,0,0,0,0,0,0,,,100,4000,5000,100,2019-08-27,3RD PARTY SURVEY,2013-08-04,3RD PARTY SURVEY,2013-08-04,,TIE,,Y,KHSE,N/A,Basic
16582.*A,AIRPORT,BUY,2021-02-25,ASO,MEM,NC,NORTH CAROLINA,ALAMANCE,NC,BURLINGTON,BURLINGTON-ALAMANCE RGNL,PU,PU,BURLINGTON-ALAMANCE AIRPORT AUTHORI,3441 N. AVIATION DR.,"BURLINGTON, NC 27215",336-227-0771,DAN DANIELEY,3441. N AVIATION DRIVE,"BURLINGTON, NC 27215-6374",336-227-0771,036-02-59.0200N,129779.0200N,079-28-22.8300W,0286102.8290W,E,616.1,S,08W,2000,,CINCINNATI,03,SW,500,ZDC,ZCW,WASHINGTON,ZTL,ZCT,ATLANTA,N,RDU,RALEIGH,,1-800-WX-BRIEF,,,,BUY,Y,1943-03-01,O,,NGY3,NO OBJECTION,N,N,N,Y,S,S,2020-04-04,,100LL A1+,MAJOR,MAJOR,HIGH,NONE,SEE RMK,SS-SR,N,122.975,122.975,Y,CG,N,,73,9,1,2,0,0,0,,,1000,50000,23000,450,2020-04-04,3RD PARTY SURVEY,2018-02-13,3RD PARTY SURVEY,2018-02-13,,"HGR,TIE","AMB,CHTR,INSTR,RNTL,SALES",Y-L,KBUY,N/A,Regional
16990.*A,AIRPORT,SUT,2021-02-25,ASO,MEM,NC,NORTH CAROLINA,BRUNSWICK,NC,OAK ISLAND,CAPE FEAR RGNL JETPORT/HOWIE FRANKLIN FLD,PU,PU,BRUNSWICK CO ARPT COMMISSION,4019 LONG BEACH ROAD,"OAK ISLAND, NC 28461",910-457-6534,HOWARD FRANKLIN,4019 LONG BEACH ROAD,"OAK ISLAND, NC 28461",910-457-6483,033-55-50.9000N,122150.9000N,078-04-24.1000W,0281064.1000W,E,26.3,S,08W,2000,,CHARLOTTE,01,NE,185,ZDC,ZCW,WASHINGTON,ZDC,ZCW,WASHINGTON,N,RDU,RALEIGH,,1-800-WX-BRIEF,,,,SUT,Y,,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2020-04-18,,100LL A1+,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,123.050,123.050,Y,CG,N,,62,4,2,1,1,0,0,,,0,30000,44000,3000,2020-04-18,3RD PARTY SURVEY,2010-08-18,3RD PARTY SURVEY,2010-08-18,,"HGR,TIE","AVNCS,INSTR,PAJA,RNTL,SALES",Y-L,KSUT,N/A,Regional
16608.*A,AIRPORT,CLT,2021-02-25,ASO,MEM,NC,NORTH CAROLINA,MECKLENBURG,NC,CHARLOTTE,CHARLOTTE/DOUGLAS INTL,PU,PU,CITY OF CHARLOTTE,600 EAST FOURTH ST,"CHARLOTTE, NC 28202",704-336-2241,BRENT CAGLE,5601 WILKINSON BLVD.,"CHARLOTTE, NC 28208",704-359-4000,035-12-49.5000N,126769.5000N,080-56-56.6000W,0291416.6000W,E,747.9,S,07W,2000,,CHARLOTTE,05,W,5558,ZTL,ZCT,ATLANTA,ZTL,ZCT,ATLANTA,N,RDU,RALEIGH,,1-800-WX-BRIEF,,,,CLT,Y,1937-09-01,O,I E S 05/1973,NGRY3,NOT ANALYZED,N,Y,N,Y,F,F,2020-06-22,,100LL A,MAJOR,MAJOR,NONE,HIGH/LOW,SS-SR,SS-SR,Y,122.950,,N,CG,N,,7,6,54,8,,5,,451565,,74434,,22052,804,2020-04-30,3RD PARTY SURVEY,2014-08-27,3RD PARTY SURVEY,2014-08-27,,TIE,"AFRT,AMB,AVNCS,CARGO,CHTR,RNTL,SALES,SURV",Y-L,KCLT,Large,
